fecha,hora_declarada,modelo,total_abordo,pasajeros_a_bordo,tripulacion_a_bordo,total_fallecidos,pasajeros_fallecidos,tripulacion_fallecidos,resumen,pais,tipo_operador,tipo_modelo
1929-11-30,00:00,Stearman M-2 Speedmail,1,0,1,1,0,1,mail plane crashed fog bound tower interstate bridge spanning columbia river,EE.UU,Comerciales,Avion
1929-12-02,00:00,Douglas M-3,1,0,1,1,0,1,mail plane crashed en route storm,EE.UU,Comerciales,Avion
1929-12-19,00:00,Arado V1,3,0,2,2,0,2,fog pilot lost bearing fog crashed 60 km airport,Germany,Comerciales,Avion
1929-12-30,17:00,Travel Air B6000,5,3,2,5,3,2,crashed onto golf course approach demonstration flight,EE.UU,Comerciales,Avion
1930-01-10,00:00,Boeing 95,1,0,1,1,0,1,airmail plane crash landed burst flames farm fog snow attempting make emergency landing,EE.UU,Comerciales,Avion
1930-01-13,00:00,Farman 190,3,0,3,3,0,3,crrashed moments taking portfrancqui,Madagascar,Comerciales,Avion
1930-01-19,18:00,Ford 5-AT-C Tri Motor,16,14,2,16,14,2,en route los angeles pilot flying low altitude due poor weather conditions tried turn back left turn left wing struck hill crashed burned adverse weather conditions plane flew sudden squall cause pilot lose control,EE.UU,Comerciales,Avion
1930-01-25,00:00,Latecoere 25,2,0,2,2,0,2,ran thunderstorms crashed sea,Spain,Comerciales,Avion
1930-01-27,17:00,Travel Air A6000A,5,4,1,5,4,1,preparing land plane side slipped dived ground height 500 ft caught fire quickly bodies removed hastily mustered crew pilots mechanics universal airlines central airlines began removing evidence accident savagely fighting reporters photographers worked,EE.UU,Comerciales,Avion
1930-02-03,00:00,Pitcairn PA-6 Mailwing,1,0,1,1,0,1,attempting land plane struck building fell connecticut river,EE.UU,Comerciales,Avion
1930-02-10,00:00,Farman F-63,6,3,3,2,2,0,attempting land snow plane rose stalled crashed fatigue upper front strut right tail failed flight causing spar fail well,England,Comerciales,Avion
1930-04-18,17:00,Fairchild 71,4,3,1,4,3,1,crashed power lines 150 feet ground fog,EE.UU,Comerciales,Avion
1930-05-10,00:00,Latecoere 28,4,2,2,3,1,2,flying foggy conditions night captain lowered altitude hit wave fiipped,Argentina,Comerciales,Avion
1930-06-05,00:00,Ford Tri-Motor 5,15,13,2,1,1,0,crashed boston harbor losing right engine takeoff,EE.UU,Comerciales,Avion
1930-07-07,00:00,Dornier Wal,8,5,3,5,4,1,flying boat landed storm open ocean due engine failure three hours plane capsized large wave tow,Denmark,Comerciales,Avion
1930-07-10,00:00,Lockheed Vega 5,5,4,1,5,4,1,aircraft exploded air altitude 4000 feet shortly taking plane flying area fog thunderstorms,EE.UU,Comerciales,Avion
1930-07-21,15:00,Junkers F-13ge,6,4,2,6,4,2,plane crashed 10 miles destination possible buffeting irregular ocillation horizontal stabilizer leading separation left stabilizer,England,Comerciales,Avion
1930-09-11,00:00,Sabca F-VII,2,0,2,2,0,2,plane caught file shortly taking croydon,England,Comerciales,Avion
1930-09-25,00:00,Boeing 40,3,2,1,3,2,1,air mail plane crashed fog attempting land fog,Canada,Comerciales,Avion
1930-10-05,02:00,Royal Airship Works R-101,54,0,0,48,0,0,airship inaugural flight cardington england karachi pakistan storm first night suddenly nosedived leveled briefly dived crashing burning preparations rushed political reasons fullspeed test flight wind rain outer cover split open front two forward gasbags ruptured simultaneously dropping ballast raised nose also dynamic lift promptly lost speed reduced presumably save remaining gasbags,France,Militares,Dirigible
1930-10-06,09:00,Messerschmitt M-20B,8,6,2,8,6,2,crashed hill attempting land running strong gust wind,Germany,Comerciales,Avion
1930-10-12,00:00,Latecoere 28,4,3,1,4,3,1,french postal plane crashed mountains,Morocco,Comerciales,Avion
1930-10-13,00:00,de Havilland DH.80 Puss Moth,3,2,1,3,2,1,fflying darling range aircraft went control dove hilly terrain,Australia,Comerciales,Avion
1930-10-28,00:00,Lockheed Vega,3,2,1,3,2,1,crashed taking,Canada,Comerciales,Avion
1930-10-30,00:00,Handley Page W-8,6,3,3,3,2,1,crashed high ground fog losing engine plane named city washington,France,Comerciales,Avion
1930-10-30,00:00,Pitcairn PA-6 Mailwing,1,0,1,1,0,1,developing engine trouble pilot tried parachute plane parachute got caught plane pilot dragged death,EE.UU,Comerciales,Avion
1930-11-07,00:00,Junkers G-24,9,8,1,1,1,0,crashed sea,Brazil,Comerciales,Avion
1930-11-18,02:00,Boeing 40,3,0,3,3,0,3,crashed mountainside altitude 4500 feet snowstorm,EE.UU,Comerciales,Avion
1930-12-09,00:00,Loening C-W Air Yaht,6,4,2,4,2,2,lower right wing aircraft hit mast river boat plane flipped back crashed onto river bank aircraft named shanghai,China,Comerciales,Avion
1931-01-08,22:00,Fokker F-VII,2,0,2,2,0,2,deciding return base fog pilot mail plane lowered altitude struck ground,Belgium,Comerciales,Avion
1931-01-22,00:00,Boeing 40,1,0,1,1,0,1,mail plane flew bluff mountain dense fog,EE.UU,Comerciales,Avion
1931-02-08,00:00,Desoutter II,3,2,1,3,2,1,droping mail bag plane stalled crashed,New Zealand,Comerciales,Avion
1931-02-20,00:00,Fokker Universal F-14,3,2,1,2,2,0,plane carrying mail crashed field turned burst flames heavy fog area accident,Canada,Comerciales,Avion
1931-02-24,00:00,Latecoere 32,3,0,3,1,0,1,crashed due fuel exhaustion encountering strong headwinds getting lost,Spain,Comerciales,Avion
1931-03-21,13:00,Avro 10,8,6,2,8,6,2,crashed snowy mountains poor weather conditions wreckage found 10261958,Australia,Comerciales,Avion
1931-03-31,10:00,Fokker F10A Trimotor,8,6,2,8,6,2,shortly taking kansas city one aircrafts wings separated flight penetrating thunderstorm experiencing strong turbulence icing plane crashed wheat field wingaileron flutter brought moisture leaking wings interior weakening glue bonded wooden spars notre dame football coach knute rockne 43 killed,EE.UU,Comerciales,Avion
1931-04-14,00:00,Messerschmitt M-20,10,7,3,2,0,2,fuselage failure four seriously injured pilot radio operator killed,Germany,Comerciales,Avion
1931-05-05,23:00,Boeing 40,2,0,2,2,0,2,mail plane crashed las tunas canyon attempting land burbank airport dense fog,EE.UU,Comerciales,Avion
1931-05-22,00:00,Junkers W-34,1,0,1,1,0,1,hit trees fog cashed jungle,Australia,Comerciales,Avion
1931-05-24,22:00,Boeing 95,1,0,1,1,0,1,crashed mountain burned poor visibility icing conditions,EE.UU,Comerciales,Avion
1931-06-11,00:00,Lockheed Vega 2,3,1,2,2,0,2,wing buckled plane attempting land plane crashed,EE.UU,Comerciales,Avion
1931-06-13,00:00,Dornier Merkur,4,2,2,4,2,2,circling fog half hour plane rose 300 ft nose dived ground burst flames engine failure,Germany,Comerciales,Avion
1931-07-12,00:00,Lockheed Vega,2,0,2,2,0,2,engine quit taking plane crashed height 700 feet pilot tried return airport banking right sufficient altitude recover,EE.UU,Comerciales,Avion
1931-07-14,00:00,Lasco Lascowl,2,0,2,2,0,2,nan,Australia,Comerciales,Avion
1931-07-21,00:00,Pitcairn PA-6 Mailwing,1,0,1,1,0,1,nan,EE.UU,Comerciales,Avion
1931-07-24,00:00,Fokker F-VII,7,5,2,7,5,2,aircraft caught fire mid air crashed,Bulgaria,Comerciales,Avion
1931-08-09,08:00,Ford 5-AT-C Tri Motor,6,4,2,6,4,2,crashed height 500 feet banks little miami river shortly taking engine failure due broken hub right engine led detachment motor aircraft,EE.UU,Comerciales,Avion
1931-09-14,20:00,Lockheed Vega,1,0,1,1,0,1,crashed severe rainstorm attempting land,EE.UU,Comerciales,Avion
1931-09-15,00:00,Fokker F-VIIb-3m,6,4,2,6,4,2,crashed low overcast darkness en route,Romania,Comerciales,Avion
1931-09-16,04:00,Boeing 40,4,3,1,4,3,1,crashed san francisco bay shortly taking oakland airport,EE.UU,Comerciales,Avion
1931-10-06,00:00,Heinkel HE-2,3,0,3,3,0,3,crashed sea en route,Canada,Comerciales,Avion
1931-10-14,00:00,Dornier Wal,3,0,3,3,0,3,nan,Brazil,Comerciales,Avion
1931-11-05,06:00,Lockheed Orion 9,5,4,1,5,4,1,crashed onto golf course burst flames circling airport twice land,EE.UU,Comerciales,Avion
1931-11-13,00:00,De Havilland DH.80,3,2,1,3,2,1,flew thunderstorm mountains lost wing crashed,South Africa,Comerciales,Avion
1931-11-23,00:00,Boeing 40,1,0,1,1,0,1,mail plane crashed 8 miles west salt lake airport believed plane overturned attempting land dark snowstorm,EE.UU,Comerciales,Avion
1931-11-24,00:00,Stinson,3,1,2,3,1,2,crashed chingshan mountain range 10 miles south tsinan fog,China,Comerciales,Avion
1931-11-26,22:00,Boeing 40,1,0,1,1,0,1,crashed fog attempting land,EE.UU,Comerciales,Avion
1931-12-05,00:00,Lockheed Vega 5,6,5,1,2,2,0,crashed attempting land alternate airfield sleet storm plane struck roof barn adjacent airfield destroyed icing,EE.UU,Comerciales,Avion
1931-12-06,05:00,Fokker F-VIIb-3M,7,3,4,5,2,3,take made emergency hatch cockpit roof open spoiled lift aircraft didnt become airborne end field aircraft crashed dam,Thailand,Comerciales,Avion
1931-12-31,00:00,Fairchild Pilgrim 100A,5,4,1,4,4,0,orders supervisor pilot took extremely poor weather conditions encountering fog attempted turn back airport wing tip struck knoll plane crashed,EE.UU,Comerciales,Avion
1932-01-29,16:00,Stinson SM-6000B,8,7,1,8,7,1,crashed canyon mountains blizzard wreckage found week later,EE.UU,Comerciales,Avion
1932-02-01,00:00,Fairchild,5,4,1,5,4,1,disappeared en route 45 minute flight,EE.UU,Comerciales,Avion
1932-02-02,00:00,Boeing 40,2,0,2,1,0,1,struck irrigation ditch caught fire landing,EE.UU,Comerciales,Avion
1932-02-02,00:00,Stearman C-3MB,1,0,1,1,0,1,mail plane crashed snowstorm,EE.UU,Comerciales,Avion
1932-02-27,00:00,Latecoere 28,3,0,3,3,0,3,crashed ocean flying thunderstorm,Brazil,Comerciales,Avion
1932-03-08,02:00,Stinson SM-6000B,5,0,5,3,0,3,crashed skeleton old windmill 500 yards edge field practicing night landings,EE.UU,Comerciales,Avion
1932-03-19,19:00,Fokker F-10A,7,5,2,7,5,2,crew reduced altitude foggy conditions maintain visual contact ground crashed apple orchard striking power lines one survivor died next day,EE.UU,Comerciales,Avion
1932-03-21,00:00,Northrop Alpha 3,1,0,1,1,0,1,mail plane pilot drowned parachute tangled fuselage dragged ohio river plane crashed,EE.UU,Comerciales,Avion
1932-03-29,00:00,Farman F-190,3,1,2,3,1,2,crashed ground sand storm,Iraq,Comerciales,Avion
1932-03-31,00:00,Boeing 95,1,0,1,1,0,1,crashed storm,EE.UU,Comerciales,Avion
1932-04-21,00:00,Stearman C-3MB,1,0,1,1,0,1,crashed final approach,EE.UU,Comerciales,Avion
1932-05-16,00:00,Boeing 40,3,2,1,3,2,1,crashed burned fog attempting land burbank airport,EE.UU,Comerciales,Avion
1932-05-30,12:00,Boeing 40,2,0,2,1,0,1,crashed river engine exploded,EE.UU,Comerciales,Avion
1932-07-16,08:00,Ford 5-AT-C Tri Motor,9,6,3,9,6,3,aircraft crashed severe snowstorm andes mountains wreckage buried ice snow ’ found march 22 1934,Chile,Comerciales,Avion
1932-08-12,00:00,CAMS 53,7,3,4,0,0,0,crrashed sunk landing beyrough harbor,Lebanon,Comerciales,Avion
1932-08-31,00:00,Junkers G-23,2,0,2,2,0,2,crew radioed problems engine 3 crew lowered altitude attempted emergency landing low visibility night hit chimney crashed,Germany,Comerciales,Avion
1932-09-08,09:00,Fokker F-10,4,2,2,3,1,2,mail plane struck mountain burned encountering poor weather conditions,EE.UU,Comerciales,Avion
1932-09-17,06:00,Liore-et-Olivier 213,2,0,2,1,0,1,approach croydon fog reduced visibility plane crashed hotel parking lot,England,Comerciales,Avion
1932-09-18,00:00,De Havilland DH-80,3,2,1,3,2,1,left wing rudder detached strong winds turbulence pilot made sharp left turn,Australia,Comerciales,Avion
1932-10-12,00:00,Latecoere 28,1,0,1,1,0,1,crashed shortly afer taking,Mauritania,Comerciales,Avion
1932-10-26,00:00,Ford Tri-motor 5,2,0,2,2,0,2,former american army flyer donald duke killed plane carrying bolivian army supplies crashed,Bolivia,Comerciales,Avion
1932-10-29,00:00,Junkers W-33,2,0,2,2,0,2,mail plane ditched english channel encountering 60 mileanhour gale force winds,England,Comerciales,Avion
1932-11-02,00:00,Junkers F-13,5,3,2,5,3,2,crashed mountainous terrain spessart mountains fog wing separated aircraft due overstressing,Germany,Comerciales,Avion
1932-11-25,00:00,Travel Air 6000,2,1,1,2,1,1,became lost circled plane struck oak tree crashed onto island bayou,EE.UU,Comerciales,Avion
1932-12-14,00:00,Ford 5,2,0,2,2,0,2,mail plane crashed snowstorm pilot died two days later injuries,EE.UU,Comerciales,Avion
1932-12-14,00:00,Boeing 40,1,0,1,1,0,1,struck mountain pilot reduced altitude maintain contact ground,EE.UU,Comerciales,Avion
1932-12-26,00:00,De Havilland DH-60,1,0,1,1,0,1,pilot lost control crashed attempting aerobatic maneuver,Australia,Comerciales,Avion
1933-01-14,00:00,Curtiss Condor 18,2,0,2,2,0,2,went vertical bank crashed burned,EE.UU,Comerciales,Avion
1933-01-20,00:00,Stearman 4,1,0,1,1,0,1,crashed mountainside,Georgia,Comerciales,Avion
1933-01-20,02:00,Stearman 4,1,0,1,1,0,1,pilot mail plane lost bearings crashed hillside poor visibility,EE.UU,Comerciales,Avion
1933-01-24,00:00,Ford 5-AT-D,3,1,2,2,0,2,mail plane crashed taking,EE.UU,Comerciales,Avion
1933-03-11,00:00,Fairchild FC-2W,2,0,2,2,0,2,crashed burned,Argentina,Comerciales,Avion
1933-03-25,20:00,Lockheed Orion 9,3,2,1,3,2,1,aircraft crashed tops two houses smashed third bursting flames heavy rain unusual unforeseen condition weather developed intensity immediate locality accident ceiling suddenly dropped plane approached destination,EE.UU,Comerciales,Avion
1933-03-28,14:00,Armstrong Whitworth Argosy II,15,12,3,15,12,3,airliner crusing 4000 feet fire observed coming tail section pilot tried make emergency landing fuselage split two causing aircraft crash burn although never proven thought first airline disaster caused act satotage fire thought started passenger dr voss attempt commit suicide plane named cit liverpool,Belgium,Comerciales,Avion
1933-04-03,00:00,Junkers F-13,2,1,1,1,1,0,crashed unknown circumstances,Germany,Comerciales,Avion
1933-04-04,12:00,Goodyear-Zeppelin U.S.S. Akron (airship),76,0,0,73,0,0,cruising 1600 feet new jersey strong air currents droped ship 700 feet leveling could regain safe height plummeted atlantic ocean decision commander fly storm despite presence lightning,EE.UU,Militares,Dirigible
1933-04-23,07:00,Cams 53-1,8,5,3,5,2,3,crashed mountain encountering mountain wave,Italy,Comerciales,Avion
1933-04-29,00:00,Junkers W-34,4,2,2,4,2,2,crashed test flight delivery eurasia china,Germany,Comerciales,Avion
1933-05-09,15:00,Latecoere 28-1,6,3,3,6,3,3,crashed forced ground strong downdrafts,Spain,Comerciales,Avion
1933-06-04,03:00,Pitcairns PA-6,1,0,1,1,0,1,mail plane engine faiure crashed ravine,EE.UU,Comerciales,Avion
1933-06-11,17:00,Sikorsky S-38B (flying boat),9,7,2,9,7,2,attempting land lake michigan pilot encounter rough water aborted landing taking right wing separated plane due previous rough landing,EE.UU,Comerciales,Avion
1933-08-29,01:00,Ford 5-AT-B Tri Motor,5,3,2,5,3,2,crashed mountain slope storm attempting make emergency landing,Mexico,Comerciales,Avion
1933-10-10,21:00,Boeing 247,10,7,3,10,7,3,en route chicago aircraft destroyed explosive device placed cargo hold consisting nitroglycerin attached timing device eyewitnesses ground reported hearing explosion shortly 9 pm told seeing plane flames altitude 1000 feet second explosion followed plane crashedthis first proven case sabotage history commercial aviation,EE.UU,Comerciales,Avion
1933-10-31,11:00,Farman F-301,5,2,3,2,1,1,nan,France,Comerciales,Avion
1933-11-09,22:00,Boeing 247,10,7,3,4,3,1,crashed thickly wooded area upon taking pilot became lost fog,EE.UU,Comerciales,Avion
1933-11-10,00:00,Northrop Delta,1,0,1,0,0,0,pilot bailed engine caught fire injured,Mexico,Comerciales,Avion
1933-11-20,00:00,Stinson,8,7,1,8,7,1,crashed chingshan mountain range fog,China,Comerciales,Avion
1933-11-21,15:00,Kalinin K-7,20,0,20,14,0,14,crashed due structural failure test flight,Ukraine,Comerciales,Avion
1933-11-24,00:00,Boeing 247,2,0,2,2,0,2,crashed unknown circumstances,EE.UU,Comerciales,Avion
1933-12-11,16:00,Focke-Wulf A-17,10,8,2,6,4,2,crashed striking obstacle landing poor visibility snow,Germany,Comerciales,Avion
1933-12-14,00:00,Junkers W-34,6,4,2,5,3,2,crashed poor weather conditions enroute,South Africa,Comerciales,Avion
1933-12-30,13:00,Avro 10,10,8,2,10,8,2,crashed field desnse fog hitting radio antenna tower tore wing,Belgium,Comerciales,Avion
1934-01-15,18:00,Dewoitine D-332,14,10,4,14,10,4,aircraft crashed en route severe snowstorm icing aircraft named emeraude,France,Comerciales,Avion
1934-01-20,00:00,Breguet 280T,2,0,0,2,0,0,nan,France,Comerciales,Avion
1934-02-23,14:00,Boeing 247,8,5,3,8,5,3,crashed top parleys canyon 20 miles salt lake city shortly taking cheyenne pilot error crew failed gain sufficient altitude clear rapidly rising terrain,EE.UU,Comerciales,Avion
1934-02-26,00:00,Latécoère 28,6,0,0,1,0,0,nan,Morocco,Comerciales,Avion
1934-03-06,00:00,Fairchild Pilgrim 100A,4,3,1,4,3,0,crashed snow drift due icing blizzard,EE.UU,Comerciales,Avion
